Treatment,Gene,Rep,Sex,Age
18C/Std,Rdl,41,Female,128
18C/Std,Rdl,42,Female,137
18C/Std,Rdl,43,Female,147
18C/Std,Rdl,44,Female,109
18C/Std,Rdl,45,Female,140
18C/Std,Rdl,47,Female,151
18C/Std,Rdl,48,Female,158
18C/Std,Rdl,1,Female,140
18C/Std,Rdl,2,Female,175
18C/Std,Rdl,3,Female,142
18C/Std,Rdl,4,Female,135
18C/Std,Rdl,6,Female,147
18C/Std,Rdl,7,Female,114
18C/Std,Rdl,8,Female,154
18C/Std,Rdl,9,Female,162
18C/Std,Rdl,11,Female,161
18C/Std,Rdl,12,Female,156
18C/Std,Rdl,15,Female,154
18C/Std,Rdl,16,Female,147
18C/Std,Rdl,18,Female,147
18C/Std,Rdl,21,Female,164
18C/Std,Rdl,22,Female,182
18C/Std,Rdl,23,Female,162
18C/Std,Rdl,25,Female,154
18C/Std,Rdl,26,Female,154
18C/Std,Rdl,27,Female,140
18C/Std,Rdl,28,Female,154
18C/Std,Rdl,31,Female,137
18C/Std,Rdl,33,Female,147
18C/Std,Rdl,34,Female,147
18C/Std,Rdl,35,Female,147
18C/Std,Rdl,36,Female,140
18C/Std,Rdl,37,Female,140
18C/Std,Rdl,38,Female,161
18C/Std,Rdl,40,Female,140
18C/Std,Rdl,41,Female,133
18C/Std,Rdl,42,Female,149
18C/Std,Rdl,43,Female,149
18C/Std,Rdl,45,Female,164
18C/Std,Rdl,47,Female,161
18C/Std,Rdl,48,Female,162
18C/Std,Rdl,2,Male,121
18C/Std,Rdl,3,Male,128
18C/Std,Rdl,6,Male,115
18C/Std,Rdl,11,Male,142
18C/Std,Rdl,15,Male,161
18C/Std,Rdl,16,Male,7
18C/Std,Rdl,17,Male,27
18C/Std,Rdl,21,Male,168
18C/Std,Rdl,22,Male,147
18C/Std,Rdl,23,Male,109
18C/Std,Rdl,27,Male,42
18C/Std,Rdl,31,Male,93
18C/Std,Rdl,33,Male,137
18C/Std,Rdl,35,Male,147
18C/Std,Rdl,36,Male,116
18C/Std,Rdl,37,Male,98
18C/Std,Rdl,39,Male,63
18C/Std,Rdl,40,Male,42
18C/Std,Rdl,41,Male,121
18C/Std,Rdl,42,Male,130
18C/Std,Rdl,44,Male,21
18C/Std,Rdl,45,Male,165
18C/Std,Rdl,48,Male,158
18C/Std,Rdl,1,Male,112
18C/Std,Rdl,2,Male,142
18C/Std,Rdl,3,Male,147
18C/Std,Rdl,4,Male,126
18C/Std,Rdl,6,Male,147
18C/Std,Rdl,7,Male,93
18C/Std,Rdl,8,Male,130
18C/Std,Rdl,9,Male,119
18C/Std,Rdl,11,Male,161
18C/Std,Rdl,12,Male,140
18C/Std,Rdl,15,Male,176
18C/Std,Rdl,16,Male,141
18C/Std,Rdl,17,Male,23
18C/Std,Rdl,18,Male,147
18C/Std,Rdl,21,Male,175
18C/Std,Rdl,22,Male,149
18C/Std,Rdl,23,Male,172
18C/Std,Rdl,25,Male,140
18C/Std,Rdl,26,Male,128
18C/Std,Rdl,28,Male,147
18C/Std,Rdl,31,Male,144
18C/Std,Rdl,33,Male,147
18C/Std,Rdl,34,Male,144
18C/Std,Rdl,35,Male,147
18C/Std,Rdl,36,Male,157
18C/Std,Rdl,37,Male,107
18C/Std,Rdl,38,Male,126
18C/Std,Rdl,40,Male,63
18C/Std,Rdl,41,Male,128
18C/Std,Rdl,42,Male,144
18C/Std,Rdl,43,Male,157
18C/Std,Rdl,45,Male,149
18C/Std,Rdl,47,Male,176
18C/Std,Rdl,48,Male,161
18C/Std,Rdl,1,Male,119
18C/Std,Rdl,2,Male,142
18C/Std,Rdl,3,Male,168
18C/Std,Rdl,4,Male,142
18C/Std,Rdl,6,Male,175
18C/Std,Rdl,7,Male,128
18C/Std,Rdl,8,Male,142
18C/Std,Rdl,9,Male,120
18C/Std,Rdl,11,Male,162
18C/Std,Rdl,12,Male,147
18C/Std,Rdl,15,Male,176
18C/Std,Rdl,16,Male,147
18C/Std,Rdl,18,Male,147
18C/Std,Rdl,21,Male,175
18C/Std,Rdl,22,Male,165
18C/Std,Rdl,23,Male,173
18C/Std,Rdl,25,Male,154
18C/Std,Rdl,26,Male,147
18C/Std,Rdl,27,Male,112
18C/Std,Rdl,28,Male,175
18C/Std,Rdl,31,Male,162
18C/Std,Rdl,33,Male,163
18C/Std,Rdl,34,Male,144
18C/Std,Rdl,35,Male,168
18C/Std,Rdl,36,Male,182
18C/Std,Rdl,37,Male,133
18C/Std,Rdl,38,Male,176
18C/Std,Rdl,39,Male,100
18C/Std,Rdl,40,Male,126
18C/Std,Rdl,41,Male,133
18C/Std,Rdl,42,Male,168
18C/Std,Rdl,43,Male,176
18C/Std,Rdl,44,Male,128
18C/Std,Rdl,45,Male,149
18C/Std,Rdl,47,Male,177
18C/Std,Rdl,48,Male,178
18C/Std,Tou,1,Female,126
18C/Std,Tou,2,Female,136
18C/Std,Tou,3,Female,135
18C/Std,Tou,5,Female,126
18C/Std,Tou,6,Female,142
18C/Std,Tou,7,Female,119
18C/Std,Tou,8,Female,77
18C/Std,Tou,11,Female,49
18C/Std,Tou,12,Female,121
18C/Std,Tou,13,Female,133
18C/Std,Tou,15,Female,4
18C/Std,Tou,16,Female,147
18C/Std,Tou,18,Female,154
18C/Std,Tou,21,Female,122
18C/Std,Tou,25,Female,123
18C/Std,Tou,26,Female,2
18C/Std,Tou,27,Female,105
18C/Std,Tou,28,Female,128
18C/Std,Tou,29,Female,144
18C/Std,Tou,30,Female,59
18C/Std,Tou,36,Female,147
18C/Std,Tou,38,Female,121
18C/Std,Tou,39,Female,128
18C/Std,Tou,43,Female,119
18C/Std,Tou,45,Female,14
18C/Std,Tou,1,Female,134
18C/Std,Tou,2,Female,147
18C/Std,Tou,3,Female,162
18C/Std,Tou,4,Female,140
18C/Std,Tou,5,Female,135
18C/Std,Tou,6,Female,147
18C/Std,Tou,7,Female,119
18C/Std,Tou,8,Female,121
18C/Std,Tou,9,Female,102
18C/Std,Tou,11,Female,119
18C/Std,Tou,12,Female,122
18C/Std,Tou,13,Female,135
18C/Std,Tou,15,Female,122
18C/Std,Tou,16,Female,147
18C/Std,Tou,17,Female,105
18C/Std,Tou,18,Female,154
18C/Std,Tou,20,Female,147
18C/Std,Tou,21,Female,126
18C/Std,Tou,25,Female,126
18C/Std,Tou,26,Female,63
18C/Std,Tou,27,Female,169
18C/Std,Tou,28,Female,128
18C/Std,Tou,29,Female,147
18C/Std,Tou,30,Female,135
18C/Std,Tou,31,Female,59
18C/Std,Tou,34,Female,161
18C/Std,Tou,35,Female,72
18C/Std,Tou,36,Female,147
18C/Std,Tou,37,Female,128
18C/Std,Tou,38,Female,121
18C/Std,Tou,39,Female,157
18C/Std,Tou,43,Female,122
18C/Std,Tou,44,Female,107
18C/Std,Tou,45,Female,63
18C/Std,Tou,47,Female,121
18C/Std,Tou,1,Female,136
18C/Std,Tou,2,Female,190
18C/Std,Tou,3,Female,203
18C/Std,Tou,4,Female,154
18C/Std,Tou,5,Female,154
18C/Std,Tou,6,Female,147
18C/Std,Tou,7,Female,130
18C/Std,Tou,8,Female,168
18C/Std,Tou,9,Female,119
18C/Std,Tou,11,Female,140
18C/Std,Tou,12,Female,142
18C/Std,Tou,13,Female,176
18C/Std,Tou,15,Female,154
18C/Std,Tou,16,Female,175
18C/Std,Tou,17,Female,147
18C/Std,Tou,18,Female,169
18C/Std,Tou,20,Female,147
18C/Std,Tou,21,Female,161
18C/Std,Tou,25,Female,154
18C/Std,Tou,26,Female,178
18C/Std,Tou,27,Female,169
18C/Std,Tou,28,Female,154
18C/Std,Tou,29,Female,147
18C/Std,Tou,30,Female,157
18C/Std,Tou,31,Female,133
18C/Std,Tou,34,Female,162
18C/Std,Tou,35,Female,98
18C/Std,Tou,36,Female,147
18C/Std,Tou,37,Female,130
18C/Std,Tou,38,Female,140
18C/Std,Tou,39,Female,175
18C/Std,Tou,43,Female,126
18C/Std,Tou,44,Female,112
18C/Std,Tou,45,Female,114
18C/Std,Tou,47,Female,128
18C/Std,Tou,1,Male,119
18C/Std,Tou,2,Male,100
18C/Std,Tou,5,Male,119
18C/Std,Tou,7,Male,168
18C/Std,Tou,8,Male,94
18C/Std,Tou,9,Male,67
18C/Std,Tou,11,Male,126
18C/Std,Tou,12,Male,119
18C/Std,Tou,13,Male,133
18C/Std,Tou,16,Male,84
18C/Std,Tou,18,Male,70
18C/Std,Tou,20,Male,23
18C/Std,Tou,21,Male,77
18C/Std,Tou,26,Male,59
18C/Std,Tou,28,Male,98
18C/Std,Tou,31,Male,7
18C/Std,Tou,36,Male,114
18C/Std,Tou,43,Male,100
18C/Std,Tou,44,Male,112
18C/Std,Tou,45,Male,60
18C/Std,Tou,2,Male,147
18C/Std,Tou,3,Male,93
18C/Std,Tou,4,Male,112
18C/Std,Tou,5,Male,120
18C/Std,Tou,6,Male,130
18C/Std,Tou,8,Male,168
18C/Std,Tou,9,Male,128
18C/Std,Tou,11,Male,147
18C/Std,Tou,12,Male,162
18C/Std,Tou,13,Male,133
18C/Std,Tou,15,Male,135
18C/Std,Tou,16,Male,109
18C/Std,Tou,17,Male,115
18C/Std,Tou,18,Male,119
18C/Std,Tou,20,Male,102
18C/Std,Tou,25,Male,123
18C/Std,Tou,27,Male,142
18C/Std,Tou,28,Male,133
18C/Std,Tou,29,Male,126
18C/Std,Tou,30,Male,63
18C/Std,Tou,34,Male,136
18C/Std,Tou,35,Male,98
18C/Std,Tou,36,Male,140
18C/Std,Tou,37,Male,99
18C/Std,Tou,38,Male,119
18C/Std,Tou,39,Male,133
18C/Std,Tou,43,Male,147
18C/Std,Tou,44,Male,149
18C/Std,Tou,45,Male,60
18C/Std,Tou,47,Male,95
18C/Std,Tou,1,Male,185
18C/Std,Tou,2,Male,147
18C/Std,Tou,3,Male,112
18C/Std,Tou,4,Male,123
18C/Std,Tou,5,Male,126
18C/Std,Tou,6,Male,154
18C/Std,Tou,7,Male,175
18C/Std,Tou,8,Male,168
18C/Std,Tou,9,Male,164
18C/Std,Tou,11,Male,179
18C/Std,Tou,12,Male,175
18C/Std,Tou,13,Male,140
18C/Std,Tou,15,Male,168
18C/Std,Tou,16,Male,112
18C/Std,Tou,17,Male,119
18C/Std,Tou,18,Male,140
18C/Std,Tou,20,Male,136
18C/Std,Tou,21,Male,120
18C/Std,Tou,25,Male,126
18C/Std,Tou,26,Male,179
18C/Std,Tou,27,Male,147
18C/Std,Tou,28,Male,192
18C/Std,Tou,29,Male,142
18C/Std,Tou,30,Male,98
18C/Std,Tou,31,Male,226
18C/Std,Tou,34,Male,161
18C/Std,Tou,35,Male,98
18C/Std,Tou,36,Male,140
18C/Std,Tou,37,Male,175
18C/Std,Tou,38,Male,126
18C/Std,Tou,39,Male,140
18C/Std,Tou,43,Male,147
18C/Std,Tou,44,Male,171
18C/Std,Tou,45,Male,163
18C/Std,Tou,47,Male,171
